,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,时间,电解电压,电解电流,产氢量,产氢累计量,碱液流量,碱温,系统压力  ,氧槽温,氢槽温,氧侧液位,氢侧液位,氧中氢,氢中氧,脱氧上温,脱氧下温,B塔上温,B塔下温,C塔上温,C塔下温,A塔上温,A塔下温,露点,微氧量,出罐压力,进罐温度,进罐压力,V,I,Current density,Pressure,Tlye,TH2,TO2,Tout,LyeFlow,LyeFlow_Polar,dI,dj,dV,dTout,HTO,OTH,polar_lh,polar_wtt,polar_shg,polar_nn
10,10,10,10,10.0,10.0,2021年12月02日08时33分20秒,0.9793120622634888,3.672420263290405,0.0330032482743263,510.8355102539063,0.204425,8.81380844116211,0.2671563327312469,14.39588737487793,10.282776832580566,14.812247276306152,14.372322082519531,0.0001840000040829,0.0001840000040829,8.520014762878418,9.254499435424805,11.017260551452637,7.785530567169189,16.011751174926758,7.051046371459961,13.661402702331545,8.226221084594727,-79.9926528930664,0.0091810002923011,2.290365934371948,4.436286926269531,17.226099014282227,0.0288032959489261,3.672420263290405,8.640988854800952,0.2671563327312469,8.81380844116211,10.282776832580566,14.39588737487793,12.339332103729248,0.0,0.204425,0.0,0.0,-0.0007200802073759,-0.1468968391418457,0.0001840000040829,0.0001840000040829,1.5271716377199742,1.7338026604453796,1.6081156374012266,1.261393717990175
11,11,11,11,11.0,11.0,2021年12月02日08时33分40秒,1.1017260551452637,0.7344840168952942,0.0,510.8355102539063,1.3701187372207642,9.107601165771484,0.2620639204978943,14.248991012573242,10.282776832580566,14.181050300598145,13.875015258789062,0.0001840000040829,0.0001840000040829,8.520014762878418,9.254499435424805,11.017260551452637,8.079324722290039,16.011751174926758,7.051046371459961,13.661402702331545,8.226221084594727,-79.9926528930664,0.0091810002923011,2.286693572998047,4.58807373046875,17.226099014282227,0.0324037075042724,0.7344840168952942,1.728197686812457,0.2620639204978943,9.107601165771484,10.282776832580566,14.248991012573242,12.265883922576904,1.3701187372207642,1.3701187372207642,-2.93793624639511,-6.912791167988496,0.0036004115553463,-0.0734481811523437,0.0001840000040829,0.0001840000040829,1.4086299298400138,1.5730660334188977,1.4740197052774318,1.2612969319238057
12,12,12,12,12.0,12.0,2021年12月02日08时34分00秒,0.930346429347992,3.672420263290405,0.011001082137227,510.8356323242188,1.105398416519165,8.81380844116211,0.2671563327312469,15.717958450317385,11.017260551452637,14.601848602294922,14.104541778564451,0.0001840000040829,0.0001840000040829,8.520014762878418,9.107601165771484,10.723466873168944,7.785530567169189,16.158649444580078,7.051046371459961,13.955196380615234,8.226221084594727,-79.9926528930664,0.0091810002923011,2.284245252609253,4.7398681640625,17.226099014282227,0.0273631302749409,3.672420263290405,8.640988854800952,0.2671563327312469,8.81380844116211,11.017260551452637,15.717958450317385,13.36760950088501,1.105398416519165,1.105398416519165,2.93793624639511,6.912791167988496,-0.0050405772293315,1.1017255783081057,0.0001840000040829,0.0001840000040829,1.5151869695954705,1.7056445385956707,1.5826524119509615,1.2609420743525412
13,13,13,13,13.0,13.0,2021年12月02日08时34分20秒,63.39821243286133,323.9074401855469,4.873479843139648,510.8522338867188,1.1072347164154053,9.107601165771484,0.2659811675548553,16.59933853149414,11.017260551452637,14.410576820373535,14.754865646362305,0.0001840000040829,0.0001840000040829,8.520014762878418,9.107601165771484,10.723466873168944,7.785530567169189,15.717958450317385,6.7572526931762695,13.367609024047852,8.226221084594727,-79.9926528930664,0.0091810002923011,2.281797170639038,4.436286926269531,17.226099014282227,1.8646533068488629,323.9074401855469,762.1351533777573,0.2659811675548553,9.107601165771484,11.017260551452637,16.59933853149414,13.808299541473389,1.1072347164154053,1.1072347164154053,320.23501992225647,753.4941645229565,1.8372901765739216,0.4406900405883789,0.0001840000040829,0.0001840000040829,1.9637982461456196,2.2294840025213083,1.9395712624643169,2.017815113067627
14,14,14,14,14.0,14.0,2021年12月02日08时34分40秒,67.29097747802734,514.873291015625,7.72275972366333,510.8835754394531,1.1096829175949097,9.254499435424805,0.2941853404045105,18.06830596923828,12.192435264587402,15.08002758026123,15.577335357666016,0.0001840000040829,0.0001840000040829,8.520014762878418,9.107601165771484,11.017260551452637,7.785530567169189,15.717958450317385,7.051046371459961,13.661402702331545,8.226221084594727,-79.9926528930664,0.0091810002923011,2.281797170639038,4.7398681640625,17.226099014282227,1.9791463964125688,514.873291015625,1211.4665670955883,0.2941853404045105,9.254499435424805,12.192435264587402,18.06830596923828,15.130370616912842,1.1096829175949097,1.1096829175949097,190.96585083007807,449.3314137178309,0.1144930895637061,1.3220710754394531,0.0001840000040829,0.0001840000040829,2.045220344760584,2.2843491710101733,2.0041092635798385,2.033324956893921
15,15,15,15,15.0,15.0,2021年12月02日08时35分00秒,69.6168441772461,661.03564453125,9.96697998046875,510.9383544921875,1.11151921749115,9.54829216003418,0.3368833363056183,20.12486267089844,12.926918983459473,15.90249729156494,15.23304557800293,0.0001840000040829,0.0001840000040829,8.81380844116211,9.107601165771484,11.017260551452637,7.785530567169189,16.158649444580078,6.7572526931762695,13.661402702331545,8.520014762878418,-79.9926528930664,0.0091810002923011,2.280572891235352,4.58807373046875,17.206512451171875,2.047554240507238,661.03564453125,1555.377987132353,0.3368833363056183,9.54829216003418,12.926918983459473,20.12486267089844,16.525890827178955,1.11151921749115,1.11151921749115,146.162353515625,343.9114200367647,0.0684078440946691,1.3955202102661133,0.0001840000040829,0.0001840000040829,2.096140961482777,2.3064709266521843,2.044885410941096,2.037809371948242
16,16,16,16,16.0,16.0,2021年12月02日08时35分20秒,70.15546417236328,702.9011840820312,10.506033897399902,510.9903564453125,1.1133553981781006,9.842085838317873,0.375664085149765,21.300037384033203,13.51450538635254,15.90249729156494,15.175663948059082,0.0001840000040829,0.0001840000040829,8.520014762878418,9.107601165771484,11.017260551452637,7.785530567169189,16.011751174926758,6.7572526931762695,13.661402702331545,8.226221084594727,-79.9926528930664,0.0091810002923011,2.2781248092651367,4.815765380859375,17.226099014282227,2.0633960050695084,702.9011840820312,1653.885139016544,0.375664085149765,9.842085838317873,13.51450538635254,21.300037384033203,17.40727138519287,1.1133553981781006,1.1133553981781006,41.86553955078125,98.50715188419116,0.0158417645622703,0.881380558013916,0.0001840000040829,0.0001840000040829,2.106466331226373,2.300087401038261,2.053475392859415,2.038245439529419
17,17,17,17,17.0,17.0,2021年12月02日08时35分40秒,70.08201599121094,703.6356811523438,10.506033897399902,511.0487365722656,1.1133553981781006,9.98898220062256,0.4144448935985565,21.59383010864257,14.39588737487793,15.80686092376709,15.003520011901855,0.0001840000040829,0.0001840000040829,8.520014762878418,9.107601165771484,11.017260551452637,7.491737365722656,16.011751174926758,6.7572526931762695,13.955196380615234,8.226221084594727,-79.9926528930664,0.0091810002923011,2.274452209472656,4.7398681640625,17.226099014282227,2.0612357644473804,703.6356811523438,1655.6133674172795,0.4144448935985565,9.98898220062256,14.39588737487793,21.59383010864257,17.99485874176025,1.1133553981781006,1.1133553981781006,0.7344970703125,1.7282284007352942,-0.0021602406221279,0.5875873565673793,0.0001840000040829,0.0001840000040829,2.102679772681057,2.286083020016592,2.0517184355114892,2.0382354259490967
18,18,18,18,18.0,18.0,2021年12月02日08时36分00秒,70.08201599121094,698.4943237304688,10.506033897399902,511.1069030761719,1.1133553981781006,10.723466873168944,0.4524421691894531,21.88762283325196,14.983474731445312,15.67297077178955,14.946137428283691,0.0001840000040829,0.0001840000040829,8.520014762878418,9.107601165771484,11.017260551452637,7.785530567169189,16.011751174926758,6.7572526931762695,13.955196380615234,8.226221084594727,-79.9926528930664,0.0091810002923011,2.268331527709961,4.7398681640625,17.226099014282227,2.0612357644473804,698.4943237304688,1643.516055836397,0.4524421691894531,10.723466873168944,14.983474731445312,21.88762283325196,18.43554878234864,1.1133553981781006,1.1133553981781006,-5.141357421875,-12.097311580882351,0.0,0.440690040588386,0.0001840000040829,0.0001840000040829,2.0976539154154725,2.273646153478846,2.0428736111235604,2.038099527359009
19,19,19,19,19.0,19.0,2021年12月02日08时36分20秒,70.03305053710938,702.9011840820312,10.506033897399902,511.1709899902344,1.115803599357605,11.017260551452637,0.4931815564632416,21.88762283325196,15.717958450317385,15.519953727722168,14.812247276306152,0.0001840000040829,0.0001840000040829,8.81380844116211,9.254499435424805,11.017260551452637,7.785530567169189,16.011751174926758,6.7572526931762695,13.367609024047852,8.226221084594727,-79.9926528930664,0.0091810002923011,2.259762525558472,4.436286926269531,17.226099014282227,2.0597956040326286,702.9011840820312,1653.885139016544,0.4931815564632416,11.017260551452637,15.717958450317385,21.88762283325196,18.80279064178467,1.115803599357605,1.115803599357605,4.4068603515625,10.36908318014706,-0.0014401604147518,0.3672418594360351,0.0001840000040829,0.0001840000040829,2.096857178967818,2.266518021450627,2.0411765823006043,2.0381150245666504
20,20,20,20,20.0,20.0,2021年12月02日08时36分40秒,69.98408508300781,701.4322509765625,10.484030723571776,511.2292785644531,1.115803599357605,11.751744270324709,0.5347043871879578,22.32831573486328,15.717958450317385,15.558207511901855,14.582721710205078,0.0001840000040829,0.0001840000040829,8.520014762878418,9.107601165771484,11.017260551452637,7.491737365722656,16.011751174926758,6.7572526931762695,13.367609024047852,8.226221084594727,-79.9926528930664,0.0091810002923011,2.2511935234069824,4.815765380859375,17.226099014282227,2.058355443617877,701.4322509765625,1650.428825827206,0.5347043871879578,11.751744270324709,15.717958450317385,22.32831573486328,19.02313709259033,1.115803599357605,1.115803599357605,-1.46893310546875,-3.4563131893382355,-0.0014401604147518,0.2203464508056605,0.0001840000040829,0.0001840000040829,2.094788444593459,2.260784706523253,2.0343038031465115,2.0380048751831055
21,21,21,21,21.0,21.0,2021年12月02日08时37分00秒,69.91063690185547,698.4943237304688,10.484030723571776,511.28173828125,1.1176397800445557,12.486227989196776,0.5715264678001404,22.622108459472656,16.158649444580078,15.519953727722168,14.487085342407228,0.0001840000040829,0.0001840000040829,8.81380844116211,9.107601165771484,11.017260551452637,7.491737365722656,16.011751174926758,6.7572526931762695,13.955196380615234,8.226221084594727,-79.9926528930664,0.0091810002923011,2.247521162033081,4.815765380859375,17.226099014282227,2.056195202995749,698.4943237304688,1643.516055836397,0.5715264678001404,12.486227989196776,16.158649444580078,22.622108459472656,19.390378952026367,1.1176397800445557,1.1176397800445557,-2.93792724609375,-6.912769990808823,-0.0021602406221279,0.3672418594360351,0.0001840000040829,0.0001840000040829,2.0911605253315404,2.251108461859356,2.027231615198052,2.0378756523132324
22,22,22,22,22.0,22.0,2021年12月02日08时37分20秒,69.91063690185547,699.9632568359375,10.506033897399902,511.345947265625,1.1176397800445557,12.780021667480469,0.6016892790794373,22.622108459472656,16.59933853149414,15.386063575744627,14.563594818115234,0.0001840000040829,0.0001840000040829,8.81380844116211,9.107601165771484,11.017260551452637,7.785530567169189,16.011751174926758,6.7572526931762695,13.661402702331545,8.226221084594727,-79.9926528930664,0.0091810002923011,2.245072841644287,4.7398681640625,17.226099014282227,2.056195202995749,699.9632568359375,1646.9723690257354,0.6016892790794373,12.780021667480469,16.59933853149414,22.622108459472656,19.6107234954834,1.1176397800445557,1.1176397800445557,1.46893310546875,3.4563131893382355,0.0,0.2203445434570312,0.0001840000040829,0.0001840000040829,2.090240540599367,2.2465073457720663,2.0252535808206025,2.0378472805023193
23,23,23,23,23.0,23.0,2021年12月02日08时37分40秒,69.78822326660156,702.9011840820312,10.528035163879396,511.4042663574219,1.1176397800445557,13.220711708068848,0.6267597079277039,23.06279754638672,17.62761688232422,15.194791793823242,14.678357124328612,0.0001840000040829,0.0001840000040829,8.520014762878418,9.107601165771484,11.017260551452637,7.491737365722656,15.717958450317385,7.051046371459961,13.367609024047852,8.226221084594727,-79.9926528930664,0.0091810002923011,2.247521162033081,4.7398681640625,17.226099014282227,2.0525948019588696,702.9011840820312,1653.885139016544,0.6267597079277039,13.220711708068848,17.62761688232422,23.06279754638672,20.34520721435547,1.1176397800445557,1.1176397800445557,2.93792724609375,6.912769990808823,-0.0036004010368793,0.7344837188720703,0.0001840000040829,0.0001840000040829,2.0864307999444707,2.2306323653422684,2.0222477122257616,2.037806987762451
24,24,24,24,24.0,24.0,2021年12月02日08时38分00秒,69.78822326660156,701.4322509765625,10.528035163879396,511.4568176269531,1.1176397800445557,14.248991012573242,0.604823112487793,23.356590270996094,17.62761688232422,16.036388397216797,14.008905410766602,0.0001840000040829,0.0001840000040829,8.520014762878418,9.107601165771484,11.017260551452637,7.785530567169189,16.011751174926758,6.7572526931762695,13.661402702331545,8.226221084594727,-79.9926528930664,0.0091810002923011,2.247521162033081,4.815765380859375,17.206512451171875,2.0525948019588696,701.4322509765625,1650.428825827206,0.604823112487793,14.248991012573242,17.62761688232422,23.356590270996094,20.49210357666016,1.1176397800445557,1.1176397800445557,-1.46893310546875,-3.4563131893382355,0.0,0.1468963623046875,0.0001840000040829,0.0001840000040829,2.0848790636464805,2.2267462323315406,2.0146034911664694,2.037621259689331
25,25,25,25,25.0,25.0,2021年12月02日08时38分20秒,69.7392578125,702.9011840820312,10.506033897399902,511.5210266113281,1.1176397800445557,14.68968105316162,0.5852369070053101,23.50348854064941,18.21520233154297,16.744094848632812,13.301198959350586,0.0001840000040829,0.0001840000040829,8.81380844116211,9.107601165771484,11.017260551452637,7.785530567169189,16.011751174926758,6.7572526931762695,13.955196380615234,8.226221084594727,-79.9926528930664,0.0091810002923011,2.247521162033081,4.58807373046875,17.226099014282227,2.0511546415441178,702.9011840820312,1653.885139016544,0.5852369070053101,14.68968105316162,18.21520233154297,23.50348854064941,20.85934543609619,1.1176397800445557,1.1176397800445557,1.46893310546875,3.4563131893382355,-0.0014401604147518,0.3672418594360351,0.0001840000040829,0.0001840000040829,2.082984196548657,2.2189321113784066,2.0118603167561737,2.0375595092773438
26,26,26,26,26.0,26.0,2021年12月02日08时38分40秒,69.7392578125,701.4322509765625,10.506033897399902,511.5793151855469,1.1188639402389526,15.424164772033691,0.5676092505455017,23.797283172607425,18.655895233154297,17.47092628479004,12.63174819946289,0.0001840000040829,0.0001840000040829,8.520014762878418,9.107601165771484,11.017260551452637,7.785530567169189,16.158649444580078,6.7572526931762695,13.661402702331545,8.226221084594727,-79.9926528930664,0.0091810002923011,2.247521162033081,4.58807373046875,17.226099014282227,2.0511546415441178,701.4322509765625,1650.428825827206,0.5676092505455017,15.424164772033691,18.655895233154297,23.797283172607425,21.22658920288086,1.1188639402389526,1.1188639402389526,-1.46893310546875,-3.4563131893382355,0.0,0.3672437667846679,0.0001840000040829,0.0001840000040829,2.079963934919395,2.210122211584679,2.0065019209283435,2.0374069213867188
27,27,27,27,27.0,27.0,2021年12月02日08时39分00秒,33.272125244140625,4.406904220581055,0.0550054125487804,511.6026611328125,1.1188639402389526,16.011751174926758,0.4802546203136444,24.0910758972168,18.949687957763672,18.42728614807129,11.598878860473633,0.0001840000040829,0.0001840000040829,8.520014762878418,9.107601165771484,11.017260551452637,7.785530567169189,16.011751174926758,6.7572526931762695,13.955196380615234,8.226221084594727,-79.9926528930664,0.0091810002923011,2.247521162033081,4.815765380859375,17.226099014282227,0.9785919189453124,4.406904220581055,10.369186401367188,0.4802546203136444,16.011751174926758,18.949687957763672,24.0910758972168,21.520381927490234,1.1188639402389526,1.1188639402389526,-697.0253467559814,-1640.059639425839,-1.0725627225988053,0.293792724609375,0.0001840000040829,0.0001840000040829,1.4495668688872445,1.5333462910551594,1.5094075573874988,1.2542074526698426
28,28,28,28,28.0,28.0,2021年12月02日08时39分20秒,8.152772903442383,3.672420263290405,0.011001082137227,511.6026611328125,1.1176397800445557,16.452442169189453,0.355294406414032,23.50348854064941,19.09658432006836,19.230627059936523,10.259977340698242,0.0001840000040829,0.0001840000040829,8.520014762878418,9.107601165771484,11.017260551452637,7.491737365722656,16.011751174926758,6.7572526931762695,13.955196380615234,8.226221084594727,-79.9926528930664,0.0091810002923011,2.247521162033081,4.815765380859375,17.226099014282227,0.2397874383365406,3.672420263290405,8.640988854800952,0.355294406414032,16.452442169189453,19.09658432006836,23.50348854064941,21.300036430358887,1.1176397800445557,1.1176397800445557,-0.7344839572906499,-1.728197546566235,-0.7388044806087718,-0.2203454971313476,0.0001840000040829,0.0001840000040829,1.4367581571888148,1.5200298321559191,1.4940446241017602,1.2541108883925685
29,29,29,29,29.0,29.0,2021年12月02日08时39分40秒,7.83449649810791,0.0,0.011001082137227,511.6026611328125,0.204425,16.89313316345215,0.2279838323593139,23.50348854064941,19.39037704467773,15.481698989868164,14.907883644104004,0.0001840000040829,0.0001840000040829,8.520014762878418,9.107601165771484,10.723466873168944,7.491737365722656,16.011751174926758,6.7572526931762695,13.661402702331545,8.226221084594727,-79.9926528930664,0.0091810002923011,2.247521162033081,4.7398681640625,17.226099014282227,0.2304263675914091,0.0,0.0,0.2279838323593139,16.89313316345215,19.39037704467773,23.50348854064941,21.44693279266357,0.0,0.204425,-3.672420263290405,-8.640988854800952,-0.0093610707451315,0.1468963623046839,0.0001840000040829,0.0001840000040829,1.2518585595909877,1.2474510780076982,1.2518585595909877,1.2538533983346958
30,30,30,30,30.0,30.0,2021年12月02日08时40分00秒,6.585873603820801,0.0,0.011001082137227,511.6026916503906,0.7975271940231323,17.4807186126709,0.2311176359653473,23.797283172607425,19.684171676635746,14.812247276306152,14.773992538452148,0.0001840000040829,0.0001840000040829,8.226221084594727,9.107601165771484,11.017260551452637,7.491737365722656,16.011751174926758,6.7572526931762695,13.661402702331545,8.226221084594727,-79.9926528930664,0.0091810002923011,2.2487452030181885,4.7398681640625,17.226099014282227,0.1937021648182588,0.0,0.0,0.2311176359653473,17.4807186126709,19.684171676635746,23.797283172607425,21.740727424621586,0.7975271940231323,0.7975271940231323,0.0,0.0,-0.0367242027731502,0.2937946319580149,0.0001840000040829,0.0001840000040829,1.2516012511521504,1.2459254024839401,1.2543769776045997,1.253467202908538
31,31,31,31,31.0,31.0,2021年12月02日08时40分20秒,57.69371795654297,172.60374450683594,2.6402597427368164,511.6050109863281,0.8201738595962524,17.62761688232422,0.2322928160429,23.797283172607425,19.39037704467773,14.620975494384766,14.716611862182615,0.0001840000040829,0.0001840000040829,8.226221084594727,9.107601165771484,11.017260551452637,7.34484052658081,16.011751174926758,6.7572526931762695,13.661402702331545,8.079324722290039,-79.9926528930664,0.0091810002923011,2.247521162033081,4.967559814453125,17.226099014282227,1.6968740575453811,172.60374450683594,406.1264576631434,0.2322928160429,17.62761688232422,19.39037704467773,23.797283172607425,21.59383010864257,0.8201738595962524,0.8201738595962524,172.60374450683594,406.1264576631434,1.5031718927271225,-0.1468973159790074,0.0001840000040829,0.0001840000040829,1.8155586844216605,1.9437337105013315,1.789966788749859,1.8259829224586548
